Facultad,Carrera,ID_Estudiante,Brigada,Semestre,Respeto a los horarios,Disponibilidad de aulas,Facilidad para el E.I.,Bibliografía/Internet,Carga de trabajo,Ocio
CSGH,Preservación y Gestión del Patrimonio Cultural,CSGH-PRE-0142,CS6,2025-2,7,8,5,9,8,7
CSGH,Preservación y Gestión del Patrimonio Cultural,CSGH-PRE-0143,CS5,2025-2,8,4,4,5,6,5
CSGH,Preservación y Gestión del Patrimonio Cultural,CSGH-PRE-0144,CS7,2025-2,8,9,5,5,5,7
CSGH,Preservación y Gestión del Patrimonio Cultural,CSGH-PRE-0145,CS1,2025-2,7,9,8,7,4,6
CSGH,Preservación y Gestión del Patrimonio Cultural,CSGH-PRE-0146,CS9,2025-2,5,5,7,7,7,8
CSGH,Preservación y Gestión del Patrimonio Cultural,CSGH-PRE-0147,CS9,2025-2,8,7,7,8,8,9
CSGH,Preservación y Gestión del Patrimonio Cultural,CSGH-PRE-0148,CS7,2025-2,5,6,7,9,6,5
CSGH,Preservación y Gestión del Patrimonio Cultural,CSGH-PRE-0149,CS7,2025-2,7,5,6,8,8,5
CSGH,Preservación y Gestión del Patrimonio Cultural,CSGH-PRE-0150,CS4,2025-2,7,6,7,6,6,5
CSGH,Preservación y Gestión del Patrimonio Cultural,CSGH-PRE-0151,CS5,2025-2,9,7,8,4,6,9
CSGH,Preservación y Gestión del Patrimonio Cultural,CSGH-PRE-0152,CS7,2025-2,7,6,8,8,5,7
CSGH,Preservación y Gestión del Patrimonio Cultural,CSGH-PRE-0153,CS7,2025-2,7,7,8,4,8,5
CSGH,Preservación y Gestión del Patrimonio Cultural,CSGH-PRE-0154,CS9,2025-2,8,6,6,5,5,6
CSGH,Preservación y Gestión del Patrimonio Cultural,CSGH-PRE-0155,CS6,2025-2,5,7,8,6,7,6
CSGH,Preservación y Gestión del Patrimonio Cultural,CSGH-PRE-0156,CS1,2025-2,8,5,7,8,6,6
CSGH,Preservación y Gestión del Patrimonio Cultural,CSGH-PRE-0157,CS7,2025-2,6,4,8,5,8,8
CSGH,Preservación y Gestión del Patrimonio Cultural,CSGH-PRE-0158,CS8,2025-2,8,5,4,8,7,7
CSGH,Preservación y Gestión del Patrimonio Cultural,CSGH-PRE-0159,CS9,2025-2,8,7,8,4,8,7
CSGH,Preservación y Gestión del Patrimonio Cultural,CSGH-PRE-0160,CS6,2025-2,7,7,5,8,9,6
CSGH,Preservación y Gestión del Patrimonio Cultural,CSGH-PRE-0161,CS8,2025-2,8,5,6,8,7,4
CSGH,Preservación y Gestión del Patrimonio Cultural,CSGH-PRE-0162,CS8,2025-2,5,4,5,5,8,9
CSGH,Preservación y Gestión del Patrimonio Cultural,CSGH-PRE-0163,CS7,2025-2,7,7,6,6,7,6
CSGH,Preservación y Gestión del Patrimonio Cultural,CSGH-PRE-0164,CS7,2025-2,7,7,5,5,7,5
CSGH,Preservación y Gestión del Patrimonio Cultural,CSGH-PRE-0165,CS4,2025-2,5,8,7,7,6,4
CSGH,Preservación y Gestión del Patrimonio Cultural,CSGH-PRE-0166,CS3,2025-2,8,9,8,5,9,6
CSGH,Preservación y Gestión del Patrimonio Cultural,CSGH-PRE-0167,CS9,2025-2,7,8,4,8,8,7
CSGH,Preservación y Gestión del Patrimonio Cultural,CSGH-PRE-0168,CS9,2025-2,5,5,4,5,6,5
CSGH,Preservación y Gestión del Patrimonio Cultural,CSGH-PRE-0169,CS1,2025-2,6,6,8,6,4,5
CSGH,Preservación y Gestión del Patrimonio Cultural,CSGH-PRE-0170,CS4,2025-2,6,9,8,5,7,7
CSGH,Preservación y Gestión del Patrimonio Cultural,CSGH-PRE-0171,CS2,2025-2,5,7,9,6,6,5
CSGH,Preservación y Gestión del Patrimonio Cultural,CSGH-PRE-0172,CS7,2025-2,6,8,6,8,5,8
CSGH,Preservación y Gestión del Patrimonio Cultural,CSGH-PRE-0173,CS3,2025-2,6,6,7,5,5,7
CSGH,Preservación y Gestión del Patrimonio Cultural,CSGH-PRE-0174,CS5,2025-2,6,6,5,5,5,5
CSGH,Preservación y Gestión del Patrimonio Cultural,CSGH-PRE-0175,CS1,2025-2,8,6,8,7,8,7
CSGH,Preservación y Gestión del Patrimonio Cultural,CSGH-PRE-0176,CS9,2025-2,5,9,9,4,7,7
CSGH,Preservación y Gestión del Patrimonio Cultural,CSGH-PRE-0177,CS7,2025-2,8,7,5,7,8,7
CSGH,Preservación y Gestión del Patrimonio Cultural,CSGH-PRE-0178,CS6,2025-2,6,6,7,8,6,6
CSGH,Preservación y Gestión del Patrimonio Cultural,CSGH-PRE-0179,CS6,2025-2,8,5,6,8,4,6
CSGH,Preservación y Gestión del Patrimonio Cultural,CSGH-PRE-0180,CS4,2025-2,5,5,6,8,8,9
CSGH,Preservación y Gestión del Patrimonio Cultural,CSGH-PRE-0181,CS5,2025-2,5,8,6,4,8,5
CSGH,Preservación y Gestión del Patrimonio Cultural,CSGH-PRE-0182,CS3,2025-2,6,5,9,5,9,8
CSGH,Preservación y Gestión del Patrimonio Cultural,CSGH-PRE-0183,CS9,2025-2,8,7,5,6,7,7
CSGH,Preservación y Gestión del Patrimonio Cultural,CSGH-PRE-0184,CS3,2025-2,6,6,6,7,8,7
CSGH,Preservación y Gestión del Patrimonio Cultural,CSGH-PRE-0185,CS7,2025-2,7,7,4,9,4,6
CSGH,Preservación y Gestión del Patrimonio Cultural,CSGH-PRE-0186,CS2,2025-2,6,7,6,5,6,5
CSGH,Preservación y Gestión del Patrimonio Cultural,CSGH-PRE-0187,CS8,2025-2,4,6,5,6,8,6
CSGH,Preservación y Gestión del Patrimonio Cultural,CSGH-PRE-0188,CS1,2025-2,5,8,5,9,5,8
CSGH,Preservación y Gestión del Patrimonio Cultural,CSGH-PRE-0189,CS3,2025-2,7,7,8,9,4,6
CSGH,Preservación y Gestión del Patrimonio Cultural,CSGH-PRE-0190,CS5,2025-2,9,9,7,5,5,9
CSGH,Preservación y Gestión del Patrimonio Cultural,CSGH-PRE-0191,CS9,2025-2,7,6,7,5,4,9
CSGH,Preservación y Gestión del Patrimonio Cultural,CSGH-PRE-0192,CS9,2025-2,8,7,7,5,7,6
CSGH,Preservación y Gestión del Patrimonio Cultural,CSGH-PRE-0193,CS5,2025-2,5,5,5,9,5,6
CSGH,Preservación y Gestión del Patrimonio Cultural,CSGH-PRE-0194,CS2,2025-2,6,6,5,7,4,6
CSGH,Preservación y Gestión del Patrimonio Cultural,CSGH-PRE-0195,CS8,2025-2,6,8,9,7,5,5
CSGH,Preservación y Gestión del Patrimonio Cultural,CSGH-PRE-0196,CS2,2025-2,8,6,5,4,5,9
CSGH,Preservación y Gestión del Patrimonio Cultural,CSGH-PRE-0197,CS4,2025-2,6,4,7,8,7,6
CSGH,Preservación y Gestión del Patrimonio Cultural,CSGH-PRE-0198,CS6,2025-2,8,7,7,5,7,6
CSGH,Preservación y Gestión del Patrimonio Cultural,CSGH-PRE-0199,CS5,2025-2,4,7,5,6,7,4
CSGH,Preservación y Gestión del Patrimonio Cultural,CSGH-PRE-0200,CS4,2025-2,7,5,8,7,9,9
CSGH,Preservación y Gestión del Patrimonio Cultural,CSGH-PRE-0201,CS6,2025-2,7,6,5,7,4,5
CSGH,Preservación y Gestión del Patrimonio Cultural,CSGH-PRE-0202,CS1,2025-2,9,9,5,6,4,6
CSGH,Preservación y Gestión del Patrimonio Cultural,CSGH-PRE-0203,CS7,2025-2,8,6,4,6,9,5
CSGH,Preservación y Gestión del Patrimonio Cultural,CSGH-PRE-0204,CS2,2025-2,8,9,6,7,6,9
CSGH,Preservación y Gestión del Patrimonio Cultural,CSGH-PRE-0205,CS2,2025-2,8,7,5,4,5,9
CSGH,Preservación y Gestión del Patrimonio Cultural,CSGH-PRE-0206,CS5,2025-2,7,6,8,8,4,7
CSGH,Preservación y Gestión del Patrimonio Cultural,CSGH-PRE-0207,CS9,2025-2,6,7,8,6,8,8
CSGH,Preservación y Gestión del Patrimonio Cultural,CSGH-PRE-0208,CS8,2025-2,6,6,7,5,4,8
CSGH,Preservación y Gestión del Patrimonio Cultural,CSGH-PRE-0209,CS7,2025-2,7,7,6,7,6,6
CSGH,Preservación y Gestión del Patrimonio Cultural,CSGH-PRE-0210,CS3,2025-2,4,8,5,7,8,9
FENHI,Licenciatura en Economía,FENHI-LIC-0001,FE6,2025-2,6,6,7,8,6,6
FENHI,Licenciatura en Economía,FENHI-LIC-0002,FE3,2025-2,6,5,6,5,8,6
FENHI,Licenciatura en Economía,FENHI-LIC-0003,FE5,2025-2,5,7,5,5,7,8
FENHI,Licenciatura en Economía,FENHI-LIC-0004,FE6,2025-2,7,7,4,7,8,4
FENHI,Licenciatura en Economía,FENHI-LIC-0005,FE5,2025-2,7,8,8,4,7,5
FENHI,Licenciatura en Economía,FENHI-LIC-0006,FE6,2025-2,5,8,8,4,4,5
FENHI,Licenciatura en Economía,FENHI-LIC-0007,FE2,2025-2,4,9,6,5,7,8
FENHI,Licenciatura en Economía,FENHI-LIC-0008,FE7,2025-2,6,7,6,7,9,8
FENHI,Licenciatura en Economía,FENHI-LIC-0009,FE8,2025-2,5,8,8,5,8,7
FENHI,Licenciatura en Economía,FENHI-LIC-0010,FE9,2025-2,8,7,5,8,8,8
FENHI,Licenciatura en Economía,FENHI-LIC-0011,FE5,2025-2,9,5,7,7,6,6
FENHI,Licenciatura en Economía,FENHI-LIC-0012,FE4,2025-2,4,4,6,7,6,9
FENHI,Licenciatura en Economía,FENHI-LIC-0013,FE3,2025-2,8,9,4,7,4,8
FENHI,Licenciatura en Economía,FENHI-LIC-0014,FE1,2025-2,7,4,7,6,9,8
FENHI,Licenciatura en Economía,FENHI-LIC-0015,FE8,2025-2,9,6,6,8,7,4
FENHI,Licenciatura en Economía,FENHI-LIC-0016,FE9,2025-2,7,4,7,5,8,7
FENHI,Licenciatura en Economía,FENHI-LIC-0017,FE7,2025-2,5,5,7,5,4,6
FENHI,Licenciatura en Economía,FENHI-LIC-0018,FE7,2025-2,8,9,7,7,8,8
FENHI,Licenciatura en Economía,FENHI-LIC-0019,FE3,2025-2,7,7,6,8,7,5
FENHI,Licenciatura en Economía,FENHI-LIC-0020,FE3,2025-2,8,7,6,5,7,5
FENHI,Licenciatura en Economía,FENHI-LIC-0021,FE1,2025-2,8,7,9,7,6,7
FENHI,Licenciatura en Economía,FENHI-LIC-0022,FE2,2025-2,5,5,8,6,9,4
FENHI,Licenciatura en Economía,FENHI-LIC-0023,FE2,2025-2,7,4,6,8,6,8
FENHI,Licenciatura en Economía,FENHI-LIC-0024,FE1,2025-2,6,8,7,5,9,7
FENHI,Licenciatura en Economía,FENHI-LIC-0025,FE4,2025-2,8,7,4,7,8,7
FENHI,Licenciatura en Economía,FENHI-LIC-0026,FE9,2025-2,7,6,8,8,6,4
FENHI,Licenciatura en Economía,FENHI-LIC-0027,FE2,2025-2,5,4,9,6,9,5
FENHI,Licenciatura en Economía,FENHI-LIC-0028,FE1,2025-2,7,5,7,7,8,6
FENHI,Licenciatura en Economía,FENHI-LIC-0029,FE1,2025-2,8,5,8,6,7,8
FENHI,Licenciatura en Economía,FENHI-LIC-0030,FE9,2025-2,6,7,5,6,8,7
FENHI,Licenciatura en Economía,FENHI-LIC-0031,FE8,2025-2,7,7,6,5,6,5
FENHI,Licenciatura en Economía,FENHI-LIC-0032,FE8,2025-2,8,8,6,7,4,7
FENHI,Licenciatura en Economía,FENHI-LIC-0033,FE5,2025-2,6,4,7,7,5,8
FENHI,Licenciatura en Economía,FENHI-LIC-0034,FE5,2025-2,5,7,6,8,5,6
FENHI,Licenciatura en Economía,FENHI-LIC-0035,FE1,2025-2,5,7,5,5,5,6
FENHI,Licenciatura en Economía,FENHI-LIC-0036,FE8,2025-2,5,9,5,8,9,6
FENHI,Licenciatura en Economía,FENHI-LIC-0037,FE1,2025-2,9,8,5,9,9,5
FENHI,Licenciatura en Economía,FENHI-LIC-0038,FE6,2025-2,5,9,4,8,4,8
FENHI,Licenciatura en Economía,FENHI-LIC-0039,FE4,2025-2,5,4,6,5,6,7
FENHI,Licenciatura en Economía,FENHI-LIC-0040,FE7,2025-2,6,5,5,6,8,7
FENHI,Licenciatura en Economía,FENHI-LIC-0041,FE9,2025-2,4,8,8,7,4,7
FENHI,Licenciatura en Economía,FENHI-LIC-0042,FE8,2025-2,5,7,7,8,5,8
FENHI,Licenciatura en Economía,FENHI-LIC-0043,FE6,2025-2,7,6,5,6,5,6
FENHI,Licenciatura en Economía,FENHI-LIC-0044,FE4,2025-2,4,7,7,5,7,7
FENHI,Licenciatura en Economía,FENHI-LIC-0045,FE7,2025-2,6,9,6,7,4,4
FENHI,Licenciatura en Economía,FENHI-LIC-0046,FE9,2025-2,8,6,5,8,5,5
FENHI,Licenciatura en Economía,FENHI-LIC-0047,FE2,2025-2,6,7,6,6,8,8
FENHI,Licenciatura en Economía,FENHI-LIC-0048,FE3,2025-2,6,8,7,8,7,8
FENHI,Licenciatura en Economía,FENHI-LIC-0049,FE1,2025-2,5,8,8,8,5,5
FENHI,Licenciatura en Economía,FENHI-LIC-0050,FE3,2025-2,7,5,6,5,5,8
FENHI,Licenciatura en Economía,FENHI-LIC-0051,FE2,2025-2,7,4,4,8,8,8
FENHI,Licenciatura en Economía,FENHI-LIC-0052,FE1,2025-2,5,8,6,7,7,5
FENHI,Licenciatura en Economía,FENHI-LIC-0053,FE2,2025-2,5,7,4,4,5,4
FENHI,Licenciatura en Economía,FENHI-LIC-0054,FE7,2025-2,5,5,8,7,7,6
FENHI,Licenciatura en Economía,FENHI-LIC-0055,FE5,2025-2,6,5,8,7,8,5
FENHI,Licenciatura en Economía,FENHI-LIC-0056,FE4,2025-2,9,8,5,6,8,5
FENHI,Licenciatura en Economía,FENHI-LIC-0057,FE5,2025-2,8,9,8,8,5,7
FENHI,Licenciatura en Economía,FENHI-LIC-0058,FE6,2025-2,8,4,5,4,7,5
FENHI,Licenciatura en Economía,FENHI-LIC-0059,FE2,2025-2,8,8,7,4,4,7
FENHI,Licenciatura en Economía,FENHI-LIC-0060,FE5,2025-2,8,6,6,6,8,5
FENHI,Licenciatura en Economía,FENHI-LIC-0061,FE7,2025-2,7,8,7,6,6,8
FENHI,Licenciatura en Economía,FENHI-LIC-0062,FE3,2025-2,8,9,7,5,6,6
FENHI,Licenciatura en Economía,FENHI-LIC-0063,FE8,2025-2,6,8,9,5,8,6
FENHI,Licenciatura en Economía,FENHI-LIC-0064,FE5,2025-2,9,9,8,6,6,9
FENHI,Licenciatura en Economía,FENHI-LIC-0065,FE2,2025-2,7,8,4,6,7,5
FENHI,Licenciatura en Economía,FENHI-LIC-0066,FE8,2025-2,5,7,4,5,5,9
FENHI,Licenciatura en Economía,FENHI-LIC-0067,FE5,2025-2,7,9,9,6,6,6
FENHI,Licenciatura en Economía,FENHI-LIC-0068,FE4,2025-2,5,6,4,8,8,5
FENHI,Licenciatura en Economía,FENHI-LIC-0069,FE8,2025-2,5,6,6,6,6,8
FENHI,Licenciatura en Economía,FENHI-LIC-0070,FE2,2025-2,7,6,6,7,6,8
FENHI,Licenciatura en Economía,FENHI-LIC-0071,FE6,2025-2,8,6,6,7,5,6
FENHI,Licenciatura en Economía,FENHI-LIC-0072,FE2,2025-2,5,5,4,8,4,6
FENHI,Licenciatura en Economía,FENHI-LIC-0073,FE3,2025-2,8,9,7,5,7,8
FENHI,Licenciatura en Economía,FENHI-LIC-0074,FE1,2025-2,5,4,5,9,7,8
FENHI,Licenciatura en Economía,FENHI-LIC-0075,FE7,2025-2,5,4,9,9,7,8
FENHI,Licenciatura en Economía,FENHI-LIC-0076,FE8,2025-2,7,7,8,7,9,9
FENHI,Licenciatura en Economía,FENHI-LIC-0077,FE3,2025-2,6,9,5,8,8,8
FENHI,Licenciatura en Economía,FENHI-LIC-0078,FE9,2025-2,7,5,6,6,5,9
FENHI,Licenciatura en Economía,FENHI-LIC-0079,FE6,2025-2,5,5,5,7,8,7
FENHI,Licenciatura en Economía,FENHI-LIC-0080,FE9,2025-2,9,7,7,6,6,7
FENHI,Licenciatura en Economía,FENHI-LIC-0081,FE1,2025-2,8,7,7,5,4,7
FENHI,Licenciatura en Economía,FENHI-LIC-0082,FE7,2025-2,6,4,5,5,8,6
FENHI,Licenciatura en Economía,FENHI-LIC-0083,FE5,2025-2,7,6,5,8,9,8
FENHI,Licenciatura en Economía,FENHI-LIC-0084,FE8,2025-2,6,7,6,7,5,9
FENHI,Licenciatura en Economía,FENHI-LIC-0085,FE2,2025-2,7,9,5,4,8,9
FENHI,Licenciatura en Economía,FENHI-LIC-0086,FE5,2025-2,7,6,5,8,6,5
FENHI,Licenciatura en Economía,FENHI-LIC-0087,FE3,2025-2,6,8,5,6,9,5
FENHI,Licenciatura en Economía,FENHI-LIC-0088,FE8,2025-2,5,7,6,5,8,5
FENHI,Licenciatura en Economía,FENHI-LIC-0089,FE7,2025-2,4,8,7,4,7,9
FENHI,Licenciatura en Economía,FENHI-LIC-0090,FE9,2025-2,7,8,4,4,6,8
FENHI,Licenciatura en Economía,FENHI-LIC-0091,FE6,2025-2,9,8,9,6,5,8
FENHI,Licenciatura en Economía,FENHI-LIC-0092,FE2,2025-2,4,6,4,8,9,4
FENHI,Licenciatura en Economía,FENHI-LIC-0093,FE1,2025-2,4,9,6,7,8,5
FENHI,Licenciatura en Economía,FENHI-LIC-0094,FE8,2025-2,8,8,6,4,7,6
FENHI,Licenciatura en Economía,FENHI-LIC-0095,FE6,2025-2,9,5,6,8,4,7
FENHI,Licenciatura en Economía,FENHI-LIC-0096,FE4,2025-2,8,5,8,6,7,6
FENHI,Licenciatura en Economía,FENHI-LIC-0097,FE9,2025-2,6,6,5,8,7,6
FENHI,Licenciatura en Economía,FENHI-LIC-0098,FE9,2025-2,5,8,7,9,7,8
FENHI,Licenciatura en Economía,FENHI-LIC-0099,FE2,2025-2,6,4,6,6,9,4
FENHI,Licenciatura en Economía,FENHI-LIC-0100,FE3,2025-2,6,8,7,4,9,4
FENHI,Licenciatura en Economía,FENHI-LIC-0101,FE1,2025-2,4,4,5,6,6,4
FENHI,Licenciatura en Economía,FENHI-LIC-0102,FE4,2025-2,5,8,9,6,6,9
FENHI,Licenciatura en Economía,FENHI-LIC-0103,FE2,2025-2,6,9,9,9,9,8
FENHI,Licenciatura en Economía,FENHI-LIC-0104,FE4,2025-2,5,8,5,7,6,6
FENHI,Licenciatura en Economía,FENHI-LIC-0105,FE9,2025-2,9,7,6,8,6,5
FENHI,Licenciatura en Economía,FENHI-LIC-0106,FE6,2025-2,6,7,5,7,8,5
FENHI,Licenciatura en Economía,FENHI-LIC-0107,FE5,2025-2,4,7,9,9,5,5
FENHI,Licenciatura en Economía,FENHI-LIC-0108,FE7,2025-2,8,9,9,5,5,6
FENHI,Licenciatura en Economía,FENHI-LIC-0109,FE5,2025-2,9,7,8,6,5,5
FENHI,Licenciatura en Economía,FENHI-LIC-0110,FE3,2025-2,5,7,8,8,5,8
FENHI,Licenciatura en Economía,FENHI-LIC-0111,FE5,2025-2,8,8,7,8,7,8
FENHI,Licenciatura en Economía,FENHI-LIC-0112,FE2,2025-2,5,9,8,7,9,7
FENHI,Licenciatura en Economía,FENHI-LIC-0113,FE5,2025-2,7,8,8,8,8,8
FENHI,Licenciatura en Economía,FENHI-LIC-0114,FE9,2025-2,6,8,6,8,7,7
FENHI,Licenciatura en Economía,FENHI-LIC-0115,FE3,2025-2,9,4,7,7,6,5
FENHI,Licenciatura en Economía,FENHI-LIC-0116,FE3,2025-2,5,5,5,7,8,7
FENHI,Licenciatura en Economía,FENHI-LIC-0117,FE5,2025-2,8,8,6,8,7,5
FENHI,Licenciatura en Economía,FENHI-LIC-0118,FE3,2025-2,9,7,5,4,6,7
FENHI,Licenciatura en Economía,FENHI-LIC-0119,FE8,2025-2,5,7,8,8,7,7
FENHI,Licenciatura en Economía,FENHI-LIC-0120,FE6,2025-2,9,5,7,6,7,7
FENHI,Licenciatura en Economía,FENHI-LIC-0121,FE6,2025-2,8,6,4,8,7,8
FENHI,Licenciatura en Economía,FENHI-LIC-0122,FE6,2025-2,4,6,8,8,7,8
FENHI,Licenciatura en Economía,FENHI-LIC-0123,FE4,2025-2,7,9,7,7,6,9
FENHI,Licenciatura en Economía,FENHI-LIC-0124,FE2,2025-2,9,9,9,9,7,7
FENHI,Licenciatura en Economía,FENHI-LIC-0125,FE4,2025-2,5,8,7,7,6,8
FENHI,Licenciatura en Economía,FENHI-LIC-0126,FE8,2025-2,6,8,8,7,8,5
FENHI,Licenciatura en Economía,FENHI-LIC-0127,FE2,2025-2,7,7,6,8,9,5
FENHI,Licenciatura en Economía,FENHI-LIC-0128,FE7,2025-2,9,5,9,4,7,5
FENHI,Licenciatura en Economía,FENHI-LIC-0129,FE8,2025-2,5,4,6,7,8,7
FENHI,Licenciatura en Economía,FENHI-LIC-0130,FE1,2025-2,5,5,5,5,7,7
FENHI,Licenciatura en Economía,FENHI-LIC-0131,FE3,2025-2,5,8,6,6,9,9
FENHI,Licenciatura en Economía,FENHI-LIC-0132,FE4,2025-2,6,4,6,7,9,7
FENHI,Licenciatura en Economía,FENHI-LIC-0133,FE2,2025-2,5,7,8,6,6,6
FENHI,Licenciatura en Economía,FENHI-LIC-0134,FE7,2025-2,5,7,7,5,7,6
FENHI,Licenciatura en Economía,FENHI-LIC-0135,FE7,2025-2,8,5,7,5,9,7
FENHI,Licenciatura en Economía,FENHI-LIC-0136,FE2,2025-2,6,6,4,5,4,7
FENHI,Licenciatura en Economía,FENHI-LIC-0137,FE3,2025-2,4,7,7,8,7,5
FENHI,Licenciatura en Economía,FENHI-LIC-0138,FE7,2025-2,8,6,7,4,6,6
FENHI,Licenciatura en Economía,FENHI-LIC-0139,FE6,2025-2,6,9,7,4,7,6
FENHI,Licenciatura en Economía,FENHI-LIC-0140,FE7,2025-2,5,8,7,6,7,4
FENHI,Licenciatura en Economía,FENHI-LIC-0141,FE7,2025-2,6,6,4,5,9,8
FENHI,Licenciatura en Economía,FENHI-LIC-0142,FE1,2025-2,6,8,7,4,5,6
FENHI,Licenciatura en Economía,FENHI-LIC-0143,FE8,2025-2,9,8,7,7,7,4
FENHI,Licenciatura en Economía,FENHI-LIC-0144,FE6,2025-2,5,9,6,7,8,8
FENHI,Licenciatura en Economía,FENHI-LIC-0145,FE2,2025-2,8,9,5,6,7,8
FENHI,Licenciatura en Administración de Empresas,FENHI-LIC-0001,FE4,2025-2,5,5,9,6,7,6
FENHI,Licenciatura en Administración de Empresas,FENHI-LIC-0002,FE3,2025-2,7,9,4,7,7,5
FENHI,Licenciatura en Administración de Empresas,FENHI-LIC-0003,FE3,2025-2,7,7,8,8,8,6
FENHI,Licenciatura en Administración de Empresas,FENHI-LIC-0004,FE3,2025-2,8,6,6,7,6,8
FENHI,Licenciatura en Administración de Empresas,FENHI-LIC-0005,FE1,2025-2,6,6,8,4,5,5
FENHI,Licenciatura en Administración de Empresas,FENHI-LIC-0006,FE8,2025-2,9,5,6,6,5,9
FENHI,Licenciatura en Administración de Empresas,FENHI-LIC-0007,FE7,2025-2,8,6,6,8,5,5
FENHI,Licenciatura en Administración de Empresas,FENHI-LIC-0008,FE1,2025-2,4,8,7,5,4,4
FENHI,Licenciatura en Administración de Empresas,FENHI-LIC-0009,FE6,2025-2,6,8,9,8,6,6
FENHI,Licenciatura en Administración de Empresas,FENHI-LIC-0010,FE8,2025-2,7,5,8,6,5,5
FENHI,Licenciatura en Administración de Empresas,FENHI-LIC-0011,FE5,2025-2,5,4,6,5,7,7
FENHI,Licenciatura en Administración de Empresas,FENHI-LIC-0012,FE8,2025-2,8,7,9,4,5,6
FENHI,Licenciatura en Administración de Empresas,FENHI-LIC-0013,FE3,2025-2,6,6,5,6,8,5
FENHI,Licenciatura en Administración de Empresas,FENHI-LIC-0014,FE9,2025-2,4,8,5,5,6,8
FENHI,Licenciatura en Administración de Empresas,FENHI-LIC-0015,FE9,2025-2,8,5,7,4,5,5
FENHI,Licenciatura en Administración de Empresas,FENHI-LIC-0016,FE9,2025-2,4,7,6,9,8,5
FENHI,Licenciatura en Administración de Empresas,FENHI-LIC-0017,FE8,2025-2,5,7,7,4,7,7
FENHI,Licenciatura en Administración de Empresas,FENHI-LIC-0018,FE2,2025-2,9,8,7,8,6,7
FENHI,Licenciatura en Administración de Empresas,FENHI-LIC-0019,FE8,2025-2,5,7,7,6,5,8
FENHI,Licenciatura en Administración de Empresas,FENHI-LIC-0020,FE1,2025-2,7,8,5,6,7,6
FENHI,Licenciatura en Administración de Empresas,FENHI-LIC-0021,FE2,2025-2,8,5,8,7,6,7
FENHI,Licenciatura en Administración de Empresas,FENHI-LIC-0022,FE9,2025-2,5,9,7,8,8,4
FENHI,Licenciatura en Administración de Empresas,FENHI-LIC-0023,FE7,2025-2,8,8,6,8,6,5
FENHI,Licenciatura en Administración de Empresas,FENHI-LIC-0024,FE4,2025-2,5,4,5,5,4,8
FENHI,Licenciatura en Administración de Empresas,FENHI-LIC-0025,FE1,2025-2,6,7,6,6,5,8
FENHI,Licenciatura en Administración de Empresas,FENHI-LIC-0026,FE1,2025-2,6,8,9,6,7,7
FENHI,Licenciatura en Administración de Empresas,FENHI-LIC-0027,FE9,2025-2,6,8,7,6,5,8
FENHI,Licenciatura en Administración de Empresas,FENHI-LIC-0028,FE2,2025-2,8,7,7,7,6,6
FENHI,Licenciatura en Administración de Empresas,FENHI-LIC-0029,FE5,2025-2,8,4,7,8,6,7
FENHI,Licenciatura en Administración de Empresas,FENHI-LIC-0030,FE8,2025-2,4,6,4,7,7,8
FENHI,Licenciatura en Administración de Empresas,FENHI-LIC-0031,FE2,2025-2,4,8,5,5,6,6
FENHI,Licenciatura en Administración de Empresas,FENHI-LIC-0032,FE6,2025-2,5,5,4,6,8,8
FENHI,Licenciatura en Administración de Empresas,FENHI-LIC-0033,FE9,2025-2,5,8,8,7,8,6
FENHI,Licenciatura en Administración de Empresas,FENHI-LIC-0034,FE2,2025-2,5,5,6,8,4,9
FENHI,Licenciatura en Administración de Empresas,FENHI-LIC-0035,FE6,2025-2,5,4,5,4,5,6
FENHI,Licenciatura en Administración de Empresas,FENHI-LIC-0036,FE3,2025-2,5,7,5,9,7,6
FENHI,Licenciatura en Administración de Empresas,FENHI-LIC-0037,FE8,2025-2,6,8,5,7,4,5
FENHI,Licenciatura en Administración de Empresas,FENHI-LIC-0038,FE7,2025-2,7,6,7,8,9,8
FENHI,Licenciatura en Administración de Empresas,FENHI-LIC-0039,FE7,2025-2,6,6,8,5,5,9
FENHI,Licenciatura en Administración de Empresas,FENHI-LIC-0040,FE6,2025-2,7,5,8,5,5,5
FENHI,Licenciatura en Administración de Empresas,FENHI-LIC-0041,FE7,2025-2,7,6,9,8,6,9
FENHI,Licenciatura en Administración de Empresas,FENHI-LIC-0042,FE2,2025-2,9,9,5,9,7,6
FENHI,Licenciatura en Administración de Empresas,FENHI-LIC-0043,FE7,2025-2,9,5,5,6,5,6
FENHI,Licenciatura en Administración de Empresas,FENHI-LIC-0044,FE8,2025-2,8,6,5,8,6,8
FENHI,Licenciatura en Administración de Empresas,FENHI-LIC-0045,FE4,2025-2,8,6,8,5,8,5
FENHI,Licenciatura en Administración de Empresas,FENHI-LIC-0046,FE4,2025-2,4,8,5,4,9,4
FENHI,Licenciatura en Administración de Empresas,FENHI-LIC-0047,FE4,2025-2,7,7,8,8,7,7
FENHI,Licenciatura en Administración de Empresas,FENHI-LIC-0048,FE6,2025-2,4,5,7,8,8,8
FENHI,Licenciatura en Administración de Empresas,FENHI-LIC-0049,FE6,2025-2,4,8,8,7,5,7
FENHI,Licenciatura en Administración de Empresas,FENHI-LIC-0050,FE7,2025-2,7,8,6,8,9,4
