Facultad,Carrera,ID_Estudiante,Asignatura,Semestre,Nota,Créditos,Profesor
GEO,Licenciatura en Geografía,GEO-LIC-0058,Metodología de la Investigación,2025-2,4,2,Prof. García
GEO,Licenciatura en Geografía,GEO-LIC-0059,Historia de Cuba,2025-2,4,4,Prof. García
GEO,Licenciatura en Geografía,GEO-LIC-0059,Educación Física,2025-2,2,2,Prof. Rodríguez
GEO,Licenciatura en Geografía,GEO-LIC-0059,Idioma Inglés,2025-2,5,3,Prof. González
GEO,Licenciatura en Geografía,GEO-LIC-0059,Metodología de la Investigación,2025-2,5,3,Prof. García
GEO,Licenciatura en Geografía,GEO-LIC-0059,Filosofía,2025-2,5,2,Prof. García
GEO,Licenciatura en Geografía,GEO-LIC-0060,Filosofía,2025-2,2,2,Prof. García
GEO,Licenciatura en Geografía,GEO-LIC-0060,Historia de Cuba,2025-2,4,2,Prof. Rodríguez
GEO,Licenciatura en Geografía,GEO-LIC-0060,Idioma Inglés,2025-2,5,2,Prof. García
GEO,Licenciatura en Geografía,GEO-LIC-0060,Metodología de la Investigación,2025-2,5,4,Prof. González
GEO,Licenciatura en Geografía,GEO-LIC-0060,Educación Física,2025-2,3,2,Prof. González
GEO,Licenciatura en Geografía,GEO-LIC-0061,Historia de Cuba,2025-2,2,2,Prof. García
GEO,Licenciatura en Geografía,GEO-LIC-0061,Filosofía,2025-2,3,4,Prof. Pérez
GEO,Licenciatura en Geografía,GEO-LIC-0061,Idioma Inglés,2025-2,4,3,Prof. Rodríguez
GEO,Licenciatura en Geografía,GEO-LIC-0061,Educación Física,2025-2,4,3,Prof. García
GEO,Licenciatura en Geografía,GEO-LIC-0061,Metodología de la Investigación,2025-2,5,3,Prof. Rodríguez
GEO,Licenciatura en Geografía,GEO-LIC-0062,Historia de Cuba,2025-2,3,4,Prof. García
GEO,Licenciatura en Geografía,GEO-LIC-0062,Metodología de la Investigación,2025-2,3,2,Prof. Pérez
GEO,Licenciatura en Geografía,GEO-LIC-0062,Idioma Inglés,2025-2,3,4,Prof. Pérez
GEO,Licenciatura en Geografía,GEO-LIC-0062,Educación Física,2025-2,5,4,Prof. García
GEO,Licenciatura en Geografía,GEO-LIC-0062,Filosofía,2025-2,3,2,Prof. García
GEO,Licenciatura en Geografía,GEO-LIC-0063,Idioma Inglés,2025-2,3,2,Prof. Rodríguez
GEO,Licenciatura en Geografía,GEO-LIC-0063,Metodología de la Investigación,2025-2,3,4,Prof. Martínez
GEO,Licenciatura en Geografía,GEO-LIC-0063,Educación Física,2025-2,3,4,Prof. Rodríguez
GEO,Licenciatura en Geografía,GEO-LIC-0063,Filosofía,2025-2,2,4,Prof. Rodríguez
GEO,Licenciatura en Geografía,GEO-LIC-0063,Historia de Cuba,2025-2,3,3,Prof. García
GEO,Licenciatura en Geografía,GEO-LIC-0064,Metodología de la Investigación,2025-2,3,4,Prof. García
GEO,Licenciatura en Geografía,GEO-LIC-0064,Idioma Inglés,2025-2,5,3,Prof. Martínez
GEO,Licenciatura en Geografía,GEO-LIC-0064,Historia de Cuba,2025-2,5,4,Prof. García
GEO,Licenciatura en Geografía,GEO-LIC-0064,Filosofía,2025-2,2,2,Prof. García
GEO,Licenciatura en Geografía,GEO-LIC-0064,Educación Física,2025-2,4,3,Prof. Martínez
GEO,Licenciatura en Geografía,GEO-LIC-0065,Historia de Cuba,2025-2,4,2,Prof. González
GEO,Licenciatura en Geografía,GEO-LIC-0065,Idioma Inglés,2025-2,3,4,Prof. Pérez
GEO,Licenciatura en Geografía,GEO-LIC-0065,Metodología de la Investigación,2025-2,5,4,Prof. Pérez
GEO,Licenciatura en Geografía,GEO-LIC-0065,Filosofía,2025-2,3,3,Prof. García
GEO,Licenciatura en Geografía,GEO-LIC-0065,Educación Física,2025-2,4,3,Prof. Pérez
GEO,Licenciatura en Geografía,GEO-LIC-0066,Idioma Inglés,2025-2,3,2,Prof. Rodríguez
GEO,Licenciatura en Geografía,GEO-LIC-0066,Historia de Cuba,2025-2,3,4,Prof. Pérez
GEO,Licenciatura en Geografía,GEO-LIC-0066,Filosofía,2025-2,5,3,Prof. Martínez
GEO,Licenciatura en Geografía,GEO-LIC-0066,Metodología de la Investigación,2025-2,4,4,Prof. Rodríguez
GEO,Licenciatura en Geografía,GEO-LIC-0066,Educación Física,2025-2,3,2,Prof. González
GEO,Licenciatura en Geografía,GEO-LIC-0067,Educación Física,2025-2,5,2,Prof. Pérez
GEO,Licenciatura en Geografía,GEO-LIC-0067,Historia de Cuba,2025-2,4,4,Prof. García
GEO,Licenciatura en Geografía,GEO-LIC-0067,Idioma Inglés,2025-2,4,3,Prof. García
GEO,Licenciatura en Geografía,GEO-LIC-0067,Metodología de la Investigación,2025-2,4,2,Prof. Rodríguez
GEO,Licenciatura en Geografía,GEO-LIC-0067,Filosofía,2025-2,3,3,Prof. Martínez
GEO,Licenciatura en Geografía,GEO-LIC-0068,Educación Física,2025-2,3,4,Prof. González
GEO,Licenciatura en Geografía,GEO-LIC-0068,Filosofía,2025-2,4,3,Prof. Pérez
GEO,Licenciatura en Geografía,GEO-LIC-0068,Metodología de la Investigación,2025-2,3,3,Prof. García
GEO,Licenciatura en Geografía,GEO-LIC-0068,Idioma Inglés,2025-2,5,4,Prof. Rodríguez
GEO,Licenciatura en Geografía,GEO-LIC-0068,Historia de Cuba,2025-2,3,4,Prof. Pérez
GEO,Licenciatura en Geografía,GEO-LIC-0069,Historia de Cuba,2025-2,4,3,Prof. García
GEO,Licenciatura en Geografía,GEO-LIC-0069,Idioma Inglés,2025-2,4,3,Prof. García
GEO,Licenciatura en Geografía,GEO-LIC-0069,Filosofía,2025-2,4,4,Prof. Rodríguez
GEO,Licenciatura en Geografía,GEO-LIC-0069,Metodología de la Investigación,2025-2,3,3,Prof. Martínez
GEO,Licenciatura en Geografía,GEO-LIC-0069,Educación Física,2025-2,5,4,Prof. González
GEO,Licenciatura en Geografía,GEO-LIC-0070,Educación Física,2025-2,4,4,Prof. González
GEO,Licenciatura en Geografía,GEO-LIC-0070,Idioma Inglés,2025-2,4,4,Prof. García
GEO,Licenciatura en Geografía,GEO-LIC-0070,Metodología de la Investigación,2025-2,4,3,Prof. Rodríguez
GEO,Licenciatura en Geografía,GEO-LIC-0070,Filosofía,2025-2,5,3,Prof. Pérez
GEO,Licenciatura en Geografía,GEO-LIC-0070,Historia de Cuba,2025-2,3,2,Prof. González
GEO,Licenciatura en Geografía,GEO-LIC-0071,Metodología de la Investigación,2025-2,4,2,Prof. García
GEO,Licenciatura en Geografía,GEO-LIC-0071,Educación Física,2025-2,4,4,Prof. Rodríguez
GEO,Licenciatura en Geografía,GEO-LIC-0071,Filosofía,2025-2,5,2,Prof. Pérez
GEO,Licenciatura en Geografía,GEO-LIC-0071,Historia de Cuba,2025-2,4,3,Prof. Pérez
GEO,Licenciatura en Geografía,GEO-LIC-0071,Idioma Inglés,2025-2,4,3,Prof. González
GEO,Licenciatura en Geografía,GEO-LIC-0072,Historia de Cuba,2025-2,3,2,Prof. Pérez
GEO,Licenciatura en Geografía,GEO-LIC-0072,Educación Física,2025-2,4,4,Prof. Martínez
GEO,Licenciatura en Geografía,GEO-LIC-0072,Filosofía,2025-2,3,2,Prof. Pérez
GEO,Licenciatura en Geografía,GEO-LIC-0072,Metodología de la Investigación,2025-2,3,2,Prof. Martínez
GEO,Licenciatura en Geografía,GEO-LIC-0072,Idioma Inglés,2025-2,5,4,Prof. Rodríguez
GEO,Licenciatura en Geografía,GEO-LIC-0073,Historia de Cuba,2025-2,3,4,Prof. Pérez
GEO,Licenciatura en Geografía,GEO-LIC-0073,Metodología de la Investigación,2025-2,4,4,Prof. Martínez
GEO,Licenciatura en Geografía,GEO-LIC-0073,Educación Física,2025-2,4,2,Prof. Martínez
GEO,Licenciatura en Geografía,GEO-LIC-0073,Filosofía,2025-2,4,4,Prof. García
GEO,Licenciatura en Geografía,GEO-LIC-0073,Idioma Inglés,2025-2,3,4,Prof. Rodríguez
GEO,Licenciatura en Geografía,GEO-LIC-0074,Historia de Cuba,2025-2,5,4,Prof. Pérez
GEO,Licenciatura en Geografía,GEO-LIC-0074,Filosofía,2025-2,4,3,Prof. García
GEO,Licenciatura en Geografía,GEO-LIC-0074,Metodología de la Investigación,2025-2,2,3,Prof. González
GEO,Licenciatura en Geografía,GEO-LIC-0074,Educación Física,2025-2,4,4,Prof. Pérez
GEO,Licenciatura en Geografía,GEO-LIC-0074,Idioma Inglés,2025-2,4,4,Prof. García
GEO,Licenciatura en Geografía,GEO-LIC-0075,Filosofía,2025-2,4,3,Prof. Rodríguez
GEO,Licenciatura en Geografía,GEO-LIC-0075,Historia de Cuba,2025-2,4,2,Prof. García
GEO,Licenciatura en Geografía,GEO-LIC-0075,Educación Física,2025-2,4,4,Prof. González
GEO,Licenciatura en Geografía,GEO-LIC-0075,Idioma Inglés,2025-2,4,3,Prof. Rodríguez
GEO,Licenciatura en Geografía,GEO-LIC-0075,Metodología de la Investigación,2025-2,4,4,Prof. González
GEO,Licenciatura en Geografía,GEO-LIC-0076,Historia de Cuba,2025-2,4,2,Prof. Martínez
GEO,Licenciatura en Geografía,GEO-LIC-0076,Educación Física,2025-2,3,2,Prof. Martínez
GEO,Licenciatura en Geografía,GEO-LIC-0076,Idioma Inglés,2025-2,3,3,Prof. Martínez
GEO,Licenciatura en Geografía,GEO-LIC-0076,Metodología de la Investigación,2025-2,3,4,Prof. González
GEO,Licenciatura en Geografía,GEO-LIC-0076,Filosofía,2025-2,4,3,Prof. Martínez
GEO,Licenciatura en Geografía,GEO-LIC-0077,Filosofía,2025-2,4,4,Prof. García
GEO,Licenciatura en Geografía,GEO-LIC-0077,Educación Física,2025-2,4,2,Prof. Rodríguez
GEO,Licenciatura en Geografía,GEO-LIC-0077,Idioma Inglés,2025-2,2,3,Prof. Rodríguez
GEO,Licenciatura en Geografía,GEO-LIC-0077,Metodología de la Investigación,2025-2,4,4,Prof. Rodríguez
GEO,Licenciatura en Geografía,GEO-LIC-0077,Historia de Cuba,2025-2,4,2,Prof. García
GEO,Licenciatura en Geografía,GEO-LIC-0078,Metodología de la Investigación,2025-2,2,2,Prof. Martínez
GEO,Licenciatura en Geografía,GEO-LIC-0078,Historia de Cuba,2025-2,2,3,Prof. Pérez
GEO,Licenciatura en Geografía,GEO-LIC-0078,Idioma Inglés,2025-2,5,4,Prof. Rodríguez
GEO,Licenciatura en Geografía,GEO-LIC-0078,Filosofía,2025-2,5,4,Prof. García
GEO,Licenciatura en Geografía,GEO-LIC-0078,Educación Física,2025-2,4,2,Prof. García
GEO,Licenciatura en Geografía,GEO-LIC-0079,Historia de Cuba,2025-2,4,2,Prof. García
GEO,Licenciatura en Geografía,GEO-LIC-0079,Metodología de la Investigación,2025-2,4,4,Prof. Martínez
GEO,Licenciatura en Geografía,GEO-LIC-0079,Idioma Inglés,2025-2,4,2,Prof. García
GEO,Licenciatura en Geografía,GEO-LIC-0079,Educación Física,2025-2,3,2,Prof. Pérez
GEO,Licenciatura en Geografía,GEO-LIC-0079,Filosofía,2025-2,5,2,Prof. Rodríguez
GEO,Licenciatura en Geografía,GEO-LIC-0080,Filosofía,2025-2,5,4,Prof. García
GEO,Licenciatura en Geografía,GEO-LIC-0080,Idioma Inglés,2025-2,4,2,Prof. González
GEO,Licenciatura en Geografía,GEO-LIC-0080,Educación Física,2025-2,5,4,Prof. Rodríguez
GEO,Licenciatura en Geografía,GEO-LIC-0080,Metodología de la Investigación,2025-2,4,4,Prof. García
GEO,Licenciatura en Geografía,GEO-LIC-0080,Historia de Cuba,2025-2,4,2,Prof. González
GEO,Licenciatura en Geografía,GEO-LIC-0081,Idioma Inglés,2025-2,4,4,Prof. González
GEO,Licenciatura en Geografía,GEO-LIC-0081,Filosofía,2025-2,4,2,Prof. Pérez
GEO,Licenciatura en Geografía,GEO-LIC-0081,Historia de Cuba,2025-2,5,4,Prof. Rodríguez
GEO,Licenciatura en Geografía,GEO-LIC-0081,Metodología de la Investigación,2025-2,4,3,Prof. González
GEO,Licenciatura en Geografía,GEO-LIC-0081,Educación Física,2025-2,5,4,Prof. Rodríguez
GEO,Licenciatura en Geografía,GEO-LIC-0082,Metodología de la Investigación,2025-2,3,4,Prof. Pérez
GEO,Licenciatura en Geografía,GEO-LIC-0082,Educación Física,2025-2,3,4,Prof. González
GEO,Licenciatura en Geografía,GEO-LIC-0082,Filosofía,2025-2,3,4,Prof. González
GEO,Licenciatura en Geografía,GEO-LIC-0082,Idioma Inglés,2025-2,3,2,Prof. García
GEO,Licenciatura en Geografía,GEO-LIC-0082,Historia de Cuba,2025-2,5,4,Prof. García
GEO,Licenciatura en Geografía,GEO-LIC-0083,Idioma Inglés,2025-2,3,4,Prof. Pérez
GEO,Licenciatura en Geografía,GEO-LIC-0083,Metodología de la Investigación,2025-2,5,2,Prof. Martínez
GEO,Licenciatura en Geografía,GEO-LIC-0083,Historia de Cuba,2025-2,4,3,Prof. Pérez
GEO,Licenciatura en Geografía,GEO-LIC-0083,Educación Física,2025-2,5,3,Prof. Rodríguez
GEO,Licenciatura en Geografía,GEO-LIC-0083,Filosofía,2025-2,5,4,Prof. García
GEO,Licenciatura en Geografía,GEO-LIC-0084,Filosofía,2025-2,5,4,Prof. García
GEO,Licenciatura en Geografía,GEO-LIC-0084,Idioma Inglés,2025-2,2,2,Prof. Rodríguez
GEO,Licenciatura en Geografía,GEO-LIC-0084,Historia de Cuba,2025-2,5,4,Prof. González
GEO,Licenciatura en Geografía,GEO-LIC-0084,Metodología de la Investigación,2025-2,5,3,Prof. Pérez
GEO,Licenciatura en Geografía,GEO-LIC-0084,Educación Física,2025-2,5,3,Prof. Rodríguez
GEO,Licenciatura en Geografía,GEO-LIC-0085,Idioma Inglés,2025-2,5,4,Prof. Pérez
GEO,Licenciatura en Geografía,GEO-LIC-0085,Filosofía,2025-2,5,3,Prof. Rodríguez
GEO,Licenciatura en Geografía,GEO-LIC-0085,Metodología de la Investigación,2025-2,2,2,Prof. García
GEO,Licenciatura en Geografía,GEO-LIC-0085,Historia de Cuba,2025-2,5,3,Prof. Pérez
GEO,Licenciatura en Geografía,GEO-LIC-0085,Educación Física,2025-2,2,3,Prof. García
GEO,Licenciatura en Geografía,GEO-LIC-0086,Filosofía,2025-2,4,3,Prof. García
GEO,Licenciatura en Geografía,GEO-LIC-0086,Metodología de la Investigación,2025-2,4,4,Prof. Rodríguez
GEO,Licenciatura en Geografía,GEO-LIC-0086,Educación Física,2025-2,5,3,Prof. García
GEO,Licenciatura en Geografía,GEO-LIC-0086,Idioma Inglés,2025-2,4,3,Prof. García
GEO,Licenciatura en Geografía,GEO-LIC-0086,Historia de Cuba,2025-2,5,3,Prof. González
GEO,Licenciatura en Geografía,GEO-LIC-0087,Idioma Inglés,2025-2,4,3,Prof. González
GEO,Licenciatura en Geografía,GEO-LIC-0087,Filosofía,2025-2,5,4,Prof. Martínez
GEO,Licenciatura en Geografía,GEO-LIC-0087,Historia de Cuba,2025-2,5,2,Prof. Rodríguez
GEO,Licenciatura en Geografía,GEO-LIC-0087,Educación Física,2025-2,4,4,Prof. García
GEO,Licenciatura en Geografía,GEO-LIC-0087,Metodología de la Investigación,2025-2,4,4,Prof. Martínez
GEO,Licenciatura en Geografía,GEO-LIC-0088,Metodología de la Investigación,2025-2,4,3,Prof. Rodríguez
GEO,Licenciatura en Geografía,GEO-LIC-0088,Idioma Inglés,2025-2,2,4,Prof. Pérez
GEO,Licenciatura en Geografía,GEO-LIC-0088,Historia de Cuba,2025-2,2,2,Prof. Rodríguez
GEO,Licenciatura en Geografía,GEO-LIC-0088,Educación Física,2025-2,3,4,Prof. González
GEO,Licenciatura en Geografía,GEO-LIC-0088,Filosofía,2025-2,5,3,Prof. Pérez
GEO,Licenciatura en Geografía,GEO-LIC-0089,Filosofía,2025-2,4,3,Prof. Rodríguez
GEO,Licenciatura en Geografía,GEO-LIC-0089,Educación Física,2025-2,4,3,Prof. Rodríguez
GEO,Licenciatura en Geografía,GEO-LIC-0089,Historia de Cuba,2025-2,5,2,Prof. Pérez
GEO,Licenciatura en Geografía,GEO-LIC-0089,Idioma Inglés,2025-2,3,3,Prof. Rodríguez
GEO,Licenciatura en Geografía,GEO-LIC-0089,Metodología de la Investigación,2025-2,3,4,Prof. Rodríguez
GEO,Licenciatura en Geografía,GEO-LIC-0090,Metodología de la Investigación,2025-2,4,4,Prof. González
GEO,Licenciatura en Geografía,GEO-LIC-0090,Educación Física,2025-2,4,3,Prof. González
GEO,Licenciatura en Geografía,GEO-LIC-0090,Filosofía,2025-2,4,2,Prof. Rodríguez
GEO,Licenciatura en Geografía,GEO-LIC-0090,Idioma Inglés,2025-2,4,2,Prof. González
GEO,Licenciatura en Geografía,GEO-LIC-0090,Historia de Cuba,2025-2,4,2,Prof. García
GEO,Licenciatura en Geografía,GEO-LIC-0091,Historia de Cuba,2025-2,5,4,Prof. González
GEO,Licenciatura en Geografía,GEO-LIC-0091,Filosofía,2025-2,5,3,Prof. Rodríguez
GEO,Licenciatura en Geografía,GEO-LIC-0091,Educación Física,2025-2,4,4,Prof. Martínez
GEO,Licenciatura en Geografía,GEO-LIC-0091,Metodología de la Investigación,2025-2,5,4,Prof. Rodríguez
GEO,Licenciatura en Geografía,GEO-LIC-0091,Idioma Inglés,2025-2,5,2,Prof. Martínez
GEO,Licenciatura en Geografía,GEO-LIC-0092,Historia de Cuba,2025-2,4,4,Prof. García
GEO,Licenciatura en Geografía,GEO-LIC-0092,Filosofía,2025-2,3,3,Prof. Martínez
GEO,Licenciatura en Geografía,GEO-LIC-0092,Idioma Inglés,2025-2,4,4,Prof. Martínez
GEO,Licenciatura en Geografía,GEO-LIC-0092,Metodología de la Investigación,2025-2,4,2,Prof. García
GEO,Licenciatura en Geografía,GEO-LIC-0092,Educación Física,2025-2,5,3,Prof. Rodríguez
GEO,Licenciatura en Geografía,GEO-LIC-0093,Filosofía,2025-2,4,4,Prof. González
GEO,Licenciatura en Geografía,GEO-LIC-0093,Idioma Inglés,2025-2,4,4,Prof. González
GEO,Licenciatura en Geografía,GEO-LIC-0093,Historia de Cuba,2025-2,5,4,Prof. Pérez
GEO,Licenciatura en Geografía,GEO-LIC-0093,Metodología de la Investigación,2025-2,4,3,Prof. García
GEO,Licenciatura en Geografía,GEO-LIC-0093,Educación Física,2025-2,4,4,Prof. Martínez
GEO,Licenciatura en Geografía,GEO-LIC-0094,Metodología de la Investigación,2025-2,4,4,Prof. García
GEO,Licenciatura en Geografía,GEO-LIC-0094,Filosofía,2025-2,3,2,Prof. González
GEO,Licenciatura en Geografía,GEO-LIC-0094,Historia de Cuba,2025-2,3,2,Prof. Pérez
GEO,Licenciatura en Geografía,GEO-LIC-0094,Educación Física,2025-2,3,2,Prof. Rodríguez
GEO,Licenciatura en Geografía,GEO-LIC-0094,Idioma Inglés,2025-2,4,4,Prof. Martínez
GEO,Licenciatura en Geografía,GEO-LIC-0095,Filosofía,2025-2,3,3,Prof. García
GEO,Licenciatura en Geografía,GEO-LIC-0095,Historia de Cuba,2025-2,3,4,Prof. Martínez
GEO,Licenciatura en Geografía,GEO-LIC-0095,Idioma Inglés,2025-2,5,2,Prof. Martínez
GEO,Licenciatura en Geografía,GEO-LIC-0095,Metodología de la Investigación,2025-2,5,2,Prof. Rodríguez
GEO,Licenciatura en Geografía,GEO-LIC-0095,Educación Física,2025-2,4,2,Prof. Pérez
GEO,Licenciatura en Geografía,GEO-LIC-0096,Historia de Cuba,2025-2,4,3,Prof. Rodríguez
GEO,Licenciatura en Geografía,GEO-LIC-0096,Filosofía,2025-2,5,2,Prof. García
GEO,Licenciatura en Geografía,GEO-LIC-0096,Idioma Inglés,2025-2,4,2,Prof. González
GEO,Licenciatura en Geografía,GEO-LIC-0096,Metodología de la Investigación,2025-2,4,3,Prof. González
GEO,Licenciatura en Geografía,GEO-LIC-0096,Educación Física,2025-2,5,3,Prof. Rodríguez
GEO,Licenciatura en Geografía,GEO-LIC-0097,Metodología de la Investigación,2025-2,5,3,Prof. Pérez
GEO,Licenciatura en Geografía,GEO-LIC-0097,Filosofía,2025-2,3,4,Prof. Pérez
GEO,Licenciatura en Geografía,GEO-LIC-0097,Educación Física,2025-2,4,2,Prof. Pérez
GEO,Licenciatura en Geografía,GEO-LIC-0097,Historia de Cuba,2025-2,5,4,Prof. Martínez
GEO,Licenciatura en Geografía,GEO-LIC-0097,Idioma Inglés,2025-2,4,2,Prof. Rodríguez
GEO,Licenciatura en Geografía,GEO-LIC-0098,Metodología de la Investigación,2025-2,4,4,Prof. Martínez
GEO,Licenciatura en Geografía,GEO-LIC-0098,Historia de Cuba,2025-2,4,2,Prof. Pérez
GEO,Licenciatura en Geografía,GEO-LIC-0098,Filosofía,2025-2,3,4,Prof. González
GEO,Licenciatura en Geografía,GEO-LIC-0098,Idioma Inglés,2025-2,3,3,Prof. Martínez
GEO,Licenciatura en Geografía,GEO-LIC-0098,Educación Física,2025-2,3,3,Prof. González
GEO,Licenciatura en Geografía,GEO-LIC-0099,Idioma Inglés,2025-2,4,4,Prof. Pérez
GEO,Licenciatura en Geografía,GEO-LIC-0099,Historia de Cuba,2025-2,4,2,Prof. Pérez
GEO,Licenciatura en Geografía,GEO-LIC-0099,Filosofía,2025-2,3,2,Prof. Martínez
GEO,Licenciatura en Geografía,GEO-LIC-0099,Metodología de la Investigación,2025-2,2,3,Prof. Pérez
GEO,Licenciatura en Geografía,GEO-LIC-0099,Educación Física,2025-2,2,2,Prof. Martínez
GEO,Licenciatura en Geografía,GEO-LIC-0100,Idioma Inglés,2025-2,4,3,Prof. González
GEO,Licenciatura en Geografía,GEO-LIC-0100,Metodología de la Investigación,2025-2,3,4,Prof. Martínez
GEO,Licenciatura en Geografía,GEO-LIC-0100,Educación Física,2025-2,4,2,Prof. Rodríguez
GEO,Licenciatura en Geografía,GEO-LIC-0100,Filosofía,2025-2,3,4,Prof. Rodríguez
GEO,Licenciatura en Geografía,GEO-LIC-0100,Historia de Cuba,2025-2,4,3,Prof. Martínez
GEO,Licenciatura en Geografía,GEO-LIC-0101,Historia de Cuba,2025-2,4,3,Prof. Martínez
GEO,Licenciatura en Geografía,GEO-LIC-0101,Idioma Inglés,2025-2,5,4,Prof. Pérez
GEO,Licenciatura en Geografía,GEO-LIC-0101,Metodología de la Investigación,2025-2,3,3,Prof. Pérez
GEO,Licenciatura en Geografía,GEO-LIC-0101,Filosofía,2025-2,3,4,Prof. Pérez
GEO,Licenciatura en Geografía,GEO-LIC-0101,Educación Física,2025-2,4,4,Prof. García
GEO,Licenciatura en Geografía,GEO-LIC-0102,Educación Física,2025-2,5,3,Prof. García
GEO,Licenciatura en Geografía,GEO-LIC-0102,Filosofía,2025-2,5,3,Prof. García
GEO,Licenciatura en Geografía,GEO-LIC-0102,Metodología de la Investigación,2025-2,5,3,Prof. González
GEO,Licenciatura en Geografía,GEO-LIC-0102,Historia de Cuba,2025-2,3,2,Prof. Pérez
GEO,Licenciatura en Geografía,GEO-LIC-0102,Idioma Inglés,2025-2,5,3,Prof. Rodríguez
GEO,Licenciatura en Geografía,GEO-LIC-0103,Educación Física,2025-2,2,3,Prof. Pérez
GEO,Licenciatura en Geografía,GEO-LIC-0103,Historia de Cuba,2025-2,4,4,Prof. González
GEO,Licenciatura en Geografía,GEO-LIC-0103,Metodología de la Investigación,2025-2,4,4,Prof. González
GEO,Licenciatura en Geografía,GEO-LIC-0103,Idioma Inglés,2025-2,4,4,Prof. Martínez
GEO,Licenciatura en Geografía,GEO-LIC-0103,Filosofía,2025-2,4,3,Prof. González
GEO,Licenciatura en Geografía,GEO-LIC-0104,Metodología de la Investigación,2025-2,3,3,Prof. González
GEO,Licenciatura en Geografía,GEO-LIC-0104,Historia de Cuba,2025-2,5,4,Prof. García
GEO,Licenciatura en Geografía,GEO-LIC-0104,Idioma Inglés,2025-2,3,2,Prof. Rodríguez
GEO,Licenciatura en Geografía,GEO-LIC-0104,Filosofía,2025-2,4,4,Prof. Rodríguez
GEO,Licenciatura en Geografía,GEO-LIC-0104,Educación Física,2025-2,5,4,Prof. Rodríguez
GEO,Licenciatura en Geografía,GEO-LIC-0105,Educación Física,2025-2,4,2,Prof. Pérez
GEO,Licenciatura en Geografía,GEO-LIC-0105,Historia de Cuba,2025-2,4,3,Prof. García
GEO,Licenciatura en Geografía,GEO-LIC-0105,Filosofía,2025-2,4,2,Prof. Martínez
GEO,Licenciatura en Geografía,GEO-LIC-0105,Metodología de la Investigación,2025-2,3,4,Prof. González
GEO,Licenciatura en Geografía,GEO-LIC-0105,Idioma Inglés,2025-2,3,3,Prof. Pérez
GEO,Licenciatura en Geografía,GEO-LIC-0106,Educación Física,2025-2,4,2,Prof. Pérez
GEO,Licenciatura en Geografía,GEO-LIC-0106,Historia de Cuba,2025-2,3,3,Prof. Martínez
GEO,Licenciatura en Geografía,GEO-LIC-0106,Metodología de la Investigación,2025-2,3,3,Prof. Rodríguez
GEO,Licenciatura en Geografía,GEO-LIC-0106,Filosofía,2025-2,5,4,Prof. García
GEO,Licenciatura en Geografía,GEO-LIC-0106,Idioma Inglés,2025-2,4,3,Prof. García
GEO,Licenciatura en Geografía,GEO-LIC-0107,Historia de Cuba,2025-2,5,3,Prof. González
GEO,Licenciatura en Geografía,GEO-LIC-0107,Filosofía,2025-2,4,3,Prof. García
GEO,Licenciatura en Geografía,GEO-LIC-0107,Idioma Inglés,2025-2,3,4,Prof. Rodríguez
GEO,Licenciatura en Geografía,GEO-LIC-0107,Educación Física,2025-2,5,2,Prof. Martínez
GEO,Licenciatura en Geografía,GEO-LIC-0107,Metodología de la Investigación,2025-2,4,2,Prof. Pérez
GEO,Licenciatura en Geografía,GEO-LIC-0108,Filosofía,2025-2,4,4,Prof. García
GEO,Licenciatura en Geografía,GEO-LIC-0108,Metodología de la Investigación,2025-2,5,4,Prof. González
GEO,Licenciatura en Geografía,GEO-LIC-0108,Educación Física,2025-2,3,4,Prof. Rodríguez
GEO,Licenciatura en Geografía,GEO-LIC-0108,Idioma Inglés,2025-2,5,4,Prof. Rodríguez
GEO,Licenciatura en Geografía,GEO-LIC-0108,Historia de Cuba,2025-2,4,3,Prof. García
GEO,Licenciatura en Geografía,GEO-LIC-0109,Idioma Inglés,2025-2,4,2,Prof. González
GEO,Licenciatura en Geografía,GEO-LIC-0109,Filosofía,2025-2,2,3,Prof. Martínez
GEO,Licenciatura en Geografía,GEO-LIC-0109,Educación Física,2025-2,3,2,Prof. Rodríguez
GEO,Licenciatura en Geografía,GEO-LIC-0109,Historia de Cuba,2025-2,4,3,Prof. Martínez
GEO,Licenciatura en Geografía,GEO-LIC-0109,Metodología de la Investigación,2025-2,3,2,Prof. García
GEO,Licenciatura en Geografía,GEO-LIC-0110,Historia de Cuba,2025-2,4,2,Prof. Pérez
GEO,Licenciatura en Geografía,GEO-LIC-0110,Filosofía,2025-2,5,4,Prof. González
GEO,Licenciatura en Geografía,GEO-LIC-0110,Metodología de la Investigación,2025-2,2,4,Prof. Rodríguez
GEO,Licenciatura en Geografía,GEO-LIC-0110,Idioma Inglés,2025-2,4,4,Prof. González
GEO,Licenciatura en Geografía,GEO-LIC-0110,Educación Física,2025-2,4,2,Prof. Pérez
GEO,Licenciatura en Geografía,GEO-LIC-0111,Idioma Inglés,2025-2,2,4,Prof. García
GEO,Licenciatura en Geografía,GEO-LIC-0111,Historia de Cuba,2025-2,4,3,Prof. González
GEO,Licenciatura en Geografía,GEO-LIC-0111,Educación Física,2025-2,4,2,Prof. García
GEO,Licenciatura en Geografía,GEO-LIC-0111,Filosofía,2025-2,5,3,Prof. Rodríguez
GEO,Licenciatura en Geografía,GEO-LIC-0111,Metodología de la Investigación,2025-2,3,2,Prof. Rodríguez
